delivery_id	predicted_delivery_seconds
837357a1f6c0f4e3fdcdf7d33c684e2e	2726
b15929c9f8913acd6127fab4600b6e8c	2540
3efeb044fdfa75f5f1dad3a683a99f0e	2208
639e160b1831456f0942846dd5cd2845	2683
f19fe10b9b00a91382d764e6460f40cf	2624
2e3cbc43682fae34a9bc1cba0a978974	2117
694ba3182743a2eddb4127a4ae2fe39d	2407
465a2ab2c320639dfca9ac12e5c351ee	2330
ed06b4cae6da8116be56be59d68cfbe8	2929
7a0779771cca46418868d00d1366b19e	2754
e9310f27f5cac3db7ca89adc297735d4	2514
57649fbee6005d9923ea9c2d2caf413b	2460
7652bdd7dc330186a6cb949c1ed662a2	2719
2cc370dc5567eca23ddcaf08705aa3bf	2351
8a31cb31aa194fbd7c9be03e12c6dcac	2050
4bec1e05bc3d0bac482256d3b2ded6eb	2511
91236308b4f43eba36b43b9f3f8852d6	2628
0b2879b28d900923caa9f13026d3fb5c	3277
18335d0417e566fbdeabe86c604fdd34	2559
8e415ec7b9a92ed317407cae5cdb6909	3465
d2b13a2d792bffc41715480d8cc577e8	1976
a94f60d796c56587b92d4ccfdef5ed93	2905
c0f94b2c834e674dd9663c605e736117	2374
0a79b1834a8202995c002f1300ac61ea	2851
a3c2976be939759341cfbfa2a762d271	3307
cf4199ad3a4c26a66c9f675ce70f5408	3220
803ca9ad2e53dea8d675f569aea8b54f	2416
f4e680fb0fa6b688acfbdc253aa8c9ce	2434
b6d5afb4514879c2840467c46f546310	2712
11d279786b8e2b5090acf1c488714434	2283
3516fb52f451073bbb80780672c4aab0	2902
d07caa794c2358cc7f7e3a94b27f7fd5	2940
b8b0e6d42d61870e2a0d3412cac95968	3346
c8c64b4ca259bd2c054b74985c58c97c	2183
52bd1220b485f5e09050b0c874b1f99d	3267
68354b20438ba2a45827ac67f0fc5fc9	2219
6d04e238d5456c2022fb48d536d0b8f2	2500
81a566bdf1d0e9343e3b3a5f3d6cbf72	1913
214e31f06b46d1fd9697d575900310ec	2681
4a7919d1591b85c4d5b93bb9ab5800cf	3212
95c176e6a2f412b5fc66c571def24e58	2110
bac85b8b8e7b4d3c73190aa04e8077b0	2353
7ae6247037a82663fd7d13686a18bef1	3507
9600296a6d00749c35fa78f6c9be4d3a	2544
197df68cee4440ade15c23fce5c57174	3053
22d051253dd5bc4ac7334aa959b7fb87	3182
b7823eee55bd27b3bc4f2a235c20cee9	3102
d6f9b8feec2c01bcb65d9f7c553171cd	3005
7807b31af043a5e36dabab226f35fa9d	3393
d3ba681100a6d4f8a207bf3f52512bb3	3449
e8aa1fa2983daf29c9ae8f40529ae2ee	2534
7c8ccbd57a687783b948deb96375ad36	2573
285f6e7a96c8666b3f5d648362ba4b5e	2291
2c114b054705df3fcc388cd969bd1a14	2626
8600fb79891e74b9d2ae3622597ea97c	3327
d606ff6d3d3b4671340a7d76b2758a02	2552
05fa7258370a3acdb9185d9e16a4e23c	2983
befc72232ba0d4ca560f0c95462df8bb	3288
d647c321b90a798cd42a6e36e8199ace	2482
276fc2a5d0452429b06e55f93e4a7ec2	2603
1559606f125690f79d10c7e117c18143	2941
cd055fe9cadf71c023f48dc65510d961	2695
68f2279114de2f370eae07c91153dcef	3097
f9d7f831a5a75379caa38140dd77dc8a	3305
9c32f320f8fada780a3cca389031ef5b	2212
27876878ed16a4eaa787cdb3abdc9217	2393
f341a0332f42fd17b76b4dba9affdb31	2918
73feba3b0e5401ed1c11d1b12e5c628c	2660
bb88f5798fcb191b093a9af890d89639	2473
e01161e71c4f627cd70ef2489a195a91	2207
429a7a4e3a866f747f79a2b28dd0bfa0	2285
ff19706933222caa0c56bc752b7b9f93	3217
5dc1dbd163f701a0bbef76901b5a8dd6	2370
e5b2a38953adb8d48afa802b7993d2c3	2772
c5843ad4362d5e6bc1fb8142e660d182	2681
c7f866a5cd41e17e9d35018b71f19da9	3047
16556badacf64be03ca80dcdbcd47d9e	2384
5d890211b53b8ff1f808d8cfd6827c69	1900
54d3f5f0d1403c5b6a4289ece37c350e	2002
1e71734a1088887ec5348422162e1368	2456
8351a7c518c95bac972444049c5dd250	2815
f97b8857fbb2d0d374c5801e0333e0f0	3021
fa6b1665658bd4573248596d55dd556d	2822
880a8bc47cff1f1ce0de6fcc9520a663	2907
e09fd2831512f6ae357f44bbcc15a3cf	2451
941e77ebb9baad81b050fd42353da9e7	2664
1cbd2c5857be4297f32291b376792a2f	2898
ad0b96af281db153d449cbf409850b77	2604
94d055c6c2452cb5247900670768df61	3100
b190a1c47739f3c4686fda4ee44296f5	3081
c87a38673edec6d2a57563d5dc8c3c47	3869
d353f07002acd476a09e03480285e972	2551
068ddca8798083adc2b327c67684ebac	2110
44bbcc2203ea44de175a189c425ec724	3198
248776811dd080e543241725fc00e5e5	2872
17226e6065790a0f19d635b962a4e42d	2951
24d3d826abeb57450dd4018960217690	2818
435f6d90ca093980b049ae3715c3d1ef	2036
bc270d14b3496e7e55dc52cf590b6a0f	2991
1977213a29f23d2033881a64d8cdd989	3317
a0fbd4107eb122704f6fdba9d071fa4c	2596
3d7e2524f2163991b3b8da29e6037117	2669
7f115c147a03168d81bb11b116679819	2482
56873e86b43f20339817f08014c0a49d	2259
66ccba9e7dd3d821081686cf25197c47	3374
f0e59c723ec6aa0560dcc35ccfd3aca1	4144
dc0bde5f841111eb84a32980addab746	2994
ed022f7630f4cc718cbf31f41bf4ec5a	2922
d2e091200b83077177d2a4c9d27ad3c8	1941
98de820315196774dbc9ec2f0571c4ae	2794
a52eea4c16c9be930136da8944317986	3041
7ff901cdcd685061ab3d3d8753119b75	3477
1c24589c93084305408bbb2269ad3f8e	3376
238df5093efdc31523163c5854e8399f	3220
e75e0ed2024ec8545dad0d761ff78f2a	3235
92ab6736a76be82bc3dfb44861a486e3	2000
a79b7d7563f63d38cb6e042a71d84d5d	2936
7d3d20d8d466c6f2b88267e7be18972d	2692
a21f37a74c7045062ae5e9649a4a21cb	2647
1836af1f8965d85f939ef01815ec7fba	3473
cfcb1b55c9cfc116301a58648f8229f0	2401
76c4359aa68a12255ca352a23be39384	3233
8009fa6208ceca58d4c972ca9e8840db	2738
ef6632ee44d12a8b15b21440c58c271b	2068
cd4e0032dc8c949e39fcb2adfa15c9a2	3650
33ddc09de5b931e3fda668c8ecc05178	2308
aad5123222bdcce162f4c607cbc79874	3150
25805bd2d6315bbf049beb3ddc35c866	3175
3833dd9c17357539135ccd506b54ff78	2397
560dfea51bdd61f73c2fab81f3d1667a	2775
a23e80f64e91a1f8980e8651a3c3e741	2995
ca14d0598f13ca4cdad6f61d3534a154	1861
56fdedac3615baec53bbc913902ffbb5	2547
627417deb866ee590b93a503eba3f246	2625
8bea000b1a5caae5ba7539f868726d55	2412
c461af37cd980917a273476e4b7c2608	2276
1ef4ea30e92ea7f1dab55c9e03862243	1859
9824aa344a2194cb7de9e54ba6adcbbe	3108
cb487ec6eab33dbc5c40153c98669403	2381
274a8d5879cda808194af770195edfad	2712
638649620cd039212df3097346619b77	2573
2e90d78a9f092d73955a3973950b03a0	2303
72b9b4efeb994876e4c9014fc6d7f30a	2705
b35f0fef620a02fc54376e2093053a59	2247
3e015924b978b37bbf7eac51e5b1fb38	1959
a0321092b0286a94d2b8bed1684ab812	2298
98ac0af83fff584bed5af6f0edea28d6	2173
9103312ddb644a9a212793a4e7ac9bbe	2459
91b66f70325ad0ec16c6777305ac7150	2222
1c83959a1f6ce3656a70988e5a68fddf	2639
0f237094b0c6e1262ab7dde3efa27d02	3423
470bd5849c895d47fb1e697b36773a77	3990
8dc8f5d4409c70e18597644c8046e883	2901
4dbe4412f67d0dc8368c775bf3212feb	2236
83d9eb80b0ec704b79a7705109a6dc4e	2653
ad74cba14b2dac62adf839c550c835cc	2692
503993463b9c1c653163675d7fe8cc4d	2599
da840e1411e7a27697476a7cd977a7db	2026
68728bb8c8667dd52ea75a67c68374e2	2221
80f5242d7d2c4d1821eaa0ed46d3e208	2587
722e0f25402343aef36423fc95e8ad99	2492
5cba8664191c544d9c787a7a4e3556fc	2410
9e8e090351986852b6389cfd8de20258	2717
aca501972c481041161c18cebfe2951e	3481
755d8fddf9e6db50eaaa486195fa124b	2958
537f2859b7532bcb2f2adeb55c373b59	2202
e773832d796671c0ca19166c424f9697	2482
6ac4d213ae11869409c526118c7386a5	2516
490d715a96f4685b4d588ae69dd86d16	2196
2bc8c66dee5ff168779224253024454e	2856
cdeb4b7dd12108a391548fd155877966	2411
5f87bcfbca730cac9226f7900992e28b	1812
b3cbc2d5604c477f784540f3b4842868	2815
12f62a38909cd5c63bbc7d8ec0a54576	2441
e605dc234eac333f6c8c595ae792485d	2839
c7f60cbef79256a421a2759c926d61eb	1832
b1b331eb1de58d15641eda563a03f142	2190
d6bc9f05e593d2aa5e0205f001869e84	2413
7b30feee1e89bfb680679f2fd7b23f4d	2169
5ac5b8bfed8a45dccafd5f60971e62c8	2743
eab6f19df351427497cf534d22f207a7	2140
3051b051ba2588439111c739eb768e8f	2805
c1c1c8e749386dc7acaba09c2eea20be	2290
193fba4f9103a812712b8130741cb3f4	2177
1b17a4ad8df5e48bb99ce7a92a8c6625	2150
e4055a75e0351feda4a3badc1852f730	2175
ab4aba95bef0702ebe1c3cacfe57db6c	2564
281cd617d9def3ba291e42f3f485cc36	1881
f4468d98e693a81468f82a68fcc0bd58	2437
1659420a9bdc5a63a51401389079fcac	2557
bc758171acbdc5a393b649743993590e	2404
034875836774caa610faf1fd010ef1db	1953
ffb0f88336256846040718e670672ca4	2907
736390e8e5fc5c2b8413309a4acfac75	2716
a986851eb6bc1797efc3bfae9491dc18	3558
a925afeac474e794663e354bd208fe3f	2480
238026bafd5b6a3aa11197bb07b069df	3893
65aecca474dbea7974f9e19d49c6bfa4	2416
8163af83fe070332dd2543525397f2a0	2533
bfe2935b00c0e9f0790c0a5a9e204e6c	2324
d85685c7ce6b8c58347cea6aa9d4ea4a	3166
e3dc5ae485713618479f2b16fc3ab704	3017
26dbd65b7e9c22bf2638f293b3af6b88	2390
5651022c7e160d7e6d1b995da3d24d92	2235
6fd6ff15ffb21c91824eca0a1a6bdf0c	2621
ac4caec4e4ef7900736e9071581c9022	2276
d0265cb77100c456fdce8e5b60af894c	2338
1b61e78efc3c7c61308123783b0c85e1	2301
447e9c46d2eebdf693133a7cb3ae3e20	3029
c3acc6ed385869071d17b2ecc332c13b	2123
9fe4a863682da324b8e18fb2e7316641	2091
40e6fde4563d130148ec0c0cf19cb3c3	2270
745e4fc520fc294694c015c4719a6a43	2434
02dbb7d1be8f366c5e6e65140c0c5e0c	2187
f3ef0f245f56a3bd474a10066f4cb2ef	2619
22e4e33c8c9be0a1b47a085f5494d126	2336
1d5e58f92d6eb59c9b8714130120c2ee	1980
859d2c915d3634d20af7f2beb00d0488	2400
614997924c09d0e58f19c5d37d160457	2161
a43dc99de1f4b5e267d0a9bda5e8514d	2922
49a10bcdbe4567dada5396519e6a38bb	2181
b5c084aac31cf0e6f7899980ff813028	2508
8e59f7f4aeb838689802f9605811740e	2237
beed63c10453f7005bdddd77b7f0d893	2381
598e4d661dd43e9d13f01a149aed25db	2773
56133d4ecb74378c99f1d51f4883bf3b	3353
f06894024c4ed20cdd3f64f9a4f43bf2	3473
2231a0d61ab80bb42b5e479786353ac0	3598
662302eef34fafe2b61500bb572536f7	3297
72bcda1ca64ab56afd0a8e034754a094	3001
d092070268a36fda18b8efcde6b3745d	3498
299f8f52177fb6f95295a573c1d65cd4	1775
6da9fb0b586f9bcb1c4a7c3045483848	1961
66eb43452f70ff23206efeeca62d2362	2907
a087f133dae0ea7e1c52304673d49d7e	3081
24fe75fa2a67ff5c4cf79b4015bb33d6	2047
2568198912c89f8eda4d278f788e7051	2053
1ec074fccfc07b910cc3c423852e594f	2859
1d224b653613825a112512a82886ecc7	2955
fffc1e7ff8049d54f2668b4c7ef863c2	2205
f792debd77022b488147d67d12f3e87e	3030
db97037d9ee7ab163e641e61002bc335	3007
1676fd51589491bb1d43079fe35d1090	2071
41780420060b571786b3d4601646f4c1	2739
df2956d7b258624bf9be43687f894a77	2224
22685717df30ef5fcd8fa22aee53ff49	2370
2bb540c681c2f0eba63c9251fa28d131	2424
f4b0eefe0193a448301f06974202902e	2045
f9e7411177c65580d9fe2c92d97154bd	2589
ffed7c999c4501c00757fb84af67fd08	2934
1aba65682332f938c9475d286195bb6b	3109
71919908de1b5755c5544416e98f385e	2860
87d89979dc637a63431b968589852224	2937
725fa40b3371dce84659a7b890893094	2108
98ee847b8fb23a21033e3a28c934b539	2742
91eae59fa185a247af0d6a1db0d07031	2144
8032b3a866247358dbfa90849df5c19e	2341
be62a8622e55ea8c648e545716717c01	2332
5c4a2c2805416c4b558d26b4f4c698d3	2395
a6060ce44777bb13fdb7906ca87a69b6	2548
7663247d87293903d280176544348887	2930
ab33379c0a990d6c3f58be935769ed53	3456
6cebdc7abab379e9fa97a4288bc5e638	3418
6414db3c61404618f88de27770939efb	2661
97a4bd6428c00325fa0ca3efd73f9fbb	2766
64390816ff378663be9e7d88e62e52de	3192
20cc74cd62fcb59e9725086b4cd3cc8e	3305
45f5122e647f866e246b0a9e24c6616b	3175
58bf6e2eaee142af7a131091083f5da4	2897
6f2fa4ed36fac6911404dc0a1ea4ea03	2618
3eb48f7cc83d3b71970c492c8b1be012	2296
6393dd259caed8f3f835ad2f133c3af7	2131
3306a33039517b6c14679104734366fa	2700
c4ca46dd9237a914784061b86d01e0db	2569
fd2d19c252423c2fc94fd88709e2e563	2755
d970aca58e87860209761c5fc9c95778	2431
171c88610ae0ca556a76e94ecdc88815	2524
809f35093dd92580bdb7d4f42f3e200b	2451
985c08e4994c71ab486108ec1a958977	2561
d21abc35977b4c98735525f7f2ad6ea3	2902
d37599cae1a4598178ccfe4c26248ee1	2800
8b8ae14c69a99d2893cb42cc63387541	2863
4e95cd50c06db8be7fa4a40c8d5800ca	3152
de74f914bc598cb790f06bb5f98a301b	2811
cd0fe765a9486e8f6959c30e23c63165	2996
e58ec4bd0e4c7a006dba21eeb5f8cf30	2784
27254ce9605a943c73e0aa60a8ae05a7	2766
9f4772cd3261fdb5c443d9017ee04625	2823
c645e3dfb2d53eecbde3ac0860058a4c	3385
2bc0eb40a526ede9b65e2cf8c48fc1ba	3298
8bed12257cc52ec6d445e68001410ba1	3230
8664cd8f7018edf3960faf6aaafc95fd	2455
c212db7611932bf2b1c80a0978378d68	2103
54b6022c7b68ec15b7edb5260f9cce30	2538
889884ed2f707f374b4824f79451d72f	2626
b319b0907275550058351bd474648b1c	3300
99b1d25383339afa70e2e32de83fd03c	3485
a0346f6d1779aed06e5fa6f6e5eb6ddd	3080
a9ff914335a22ac441c52807ec205db3	2802
f03a81f26b37d85037be5aa26b3e1856	2224
3bbf6b65c9a72dc687097dfcb27d1a3d	2279
2cc8f44f51511b4014f82962b30b7351	2396
0acfe5324aeb9a3496505cdc20168292	3633
76bcdaa5cec190e19c6e9c149418ceb7	2377
eac3c6860a0f9d8355f115da489de4d3	2883
f1ba89b2ffe0b4966723149250ac8add	2231
2ce07b4056c91b8c276f696c2b415e60	1982
adea396833922401b92c08db270826cd	2928
dd7a30b86c2181b8017a44679031da33	2049
25e36150e00b52cecf12fb878d24dd66	3298
dab0eb7b7e5ab6abbe69b561b67eded7	2153
a74b78e98d700eb48af02720bc32999e	2865
30c2d38ad53467b56aeb8aaa866e17ba	2682
7f53e214855e051b44bc31dad1323e1b	2406
77cd20965c3bbe872503c7624bea79e0	2134
061a2295bb47542f3e4ebd1481d7710c	2651
523e41439646ace9e5adb8dff05030ef	2427
e02e11ab8c25cf210dacc183320a8c0b	2615
659b151ba3ef82ced440ca026460b879	2235
ed103c334490336bb7a090373537800e	2554
8627507e1201d9efb89443667a4b7d6a	2559
91f40e691bd8ba5cda995133f7de962c	2417
27fd4c9775e75e26733fe46d3282705d	2675
a06c84723b42a55648670c4171e1dc29	2521
79c007d084bdaffe74e9bfab717524b0	2576
4cbe90a6f6e817a5f39d6d63438b1a53	3223
f5407c120d243990c9cae9d025e85424	3416
e66fd2d867bc98f6b3822453d177911c	2635
8eabe2f6a775e0f7164d59924891652c	2815
509b7242c76690ca78f93099cfd656b4	2761
0796a9f7b60d9829ed81b970c3d4a22e	3460
1d7a5191863fd77feac9b9a40459e3ac	2726
5a9d9358a22861b30f9a3cf2754cb77a	1854
64a5d291da8d3f6848eaf67e344fbfdd	2728
275bbbc9d5d0fb66c6eb0cd5123a4e81	2747
92e16bd994ebaaecf1ee0c432eb0600b	2834
9b48c2cd3060aba38724628abec49303	2810
40cead918b281aabb4a4f0fee412378c	2665
a04e93f9097b0151f78ebba96cc8028b	3297
7959bd2d40454690c0029c9a2f697e8b	2073
1501625c6cd2e15f78a84e3fb73f7536	2525
c7beceab0ba94cfe3fe1dc62d5a5731d	2129
efea79491116c3b9b05be11f37cb4670	2445
c9889689565d01c283017f5a2f24702d	2530
4dfe2a48dcf426dba9b5f7b84d45175b	2848
73ac80fcb024c05a274304b4219cdd57	3189
ef0fd526d210685a8bd20104388443f9	2872
737c8e417933549525d79d0bda7c21b1	2904
49f4fde920be5ff2419d1c1c0aa9849a	2737
d29edde427b510507c7704e1fcaefbd1	2940
dd23c55fdb503c1ed9e6ba3b2315bc06	2118
505b71b56df2d38ab39c31b5b909c0a8	2377
94ee3d069c0a0a055d8d94fc93f7d774	2796
74a8b9ddb3b8bd6ba169e567b0ec25e6	2454
3a23978101c5abf02eff851d5496d78f	2368
607c94f78fdfefe45082791f8e3fe55a	2077
c9d72a83f14e919c29ac2231d840d851	2456
06ef34dea377429d3174573b91b90b8f	3776
b349eb974bd774a832fc86e8f03b0b70	2767
5dcadb46ca39bd8872296f89504e1257	2114
5f06b2b0c374f51d174196cf2a663c53	3314
e62d3f59fd429e627a95ed694c4d7e43	2729
d0f29c801b36664209123e9a0c2154c6	2754
6e82a60e47441be344f3099db2cf4b8e	2761
c4e07a082f2f83620cff0b3a4360c339	2732
c19de47fc6f6cd4a9825d8f4361cbc50	2771
41dd78b7a7f8fc6ebb11a448a6656257	2424
2e25461a162487fe55b7d3d7f6d4c8a1	2616
76d7fe4f8636023df7b85828491f8c9d	3222
50b78153b111672650236783458ac8bf	2945
829227d5c96c38ede7e4608f036e53b9	2627
72072e3f0edef08342967df6f79dc94e	3798
5290c6c80104d55a1c2e34ecd9da425a	2796
950845dddf7f1d065f2421c2377d7b7f	2217
4c84ddd9ea41c088a8bb1b850e92585c	3029
a37fd0fa4fb1b9d0259fd1e77d6bd73d	2554
0f80e5a5f77c786e6358c17ec8a07cc4	3642
e3419e65687482a0cebf516647137d7d	2622
e52605917f14a36f13047f2b540d8a29	2207
c6f01f052ef51f78e3df27d69cb94c08	2224
0fdda78e74d6692354c77a1009f236c2	1774
5ca94b3e4b955f2438a91f1796acd6da	2008
58d3c21bb99f7c88493f656295afa23b	2434
742208bad38588eb8b8d758184178593	2609
c28b57a8fc485e628b72b255283f5e88	1954
1308a61f574d9f1719518e2b64a1a852	1896
44d1161b413a556de63f47df1da79c22	3606
6b1a72bfcfcad81e9177b8d7f2af4e5c	3040
518bdc7e7c8f7115df1f76a21efba21f	2591
7c26d021b8769ab08d6fec3a3f22a760	2714
9a7af71816f20afdef2bb611c38ae1c4	2155
21e459b295968e96060f270170a802e6	2053
21e0ab7ba1bfa5eaffeb9b2da462621a	2686
3497f429155c79e92f7d8af753788d55	2683
cd9795dc2309b3108fb596152e964e28	2720
206717ec9882b02869c63401ac8a0484	2641
2bacb7344cc6467f235448266fbcca29	2608
7b77f9431d2dc089d5cc7c1457370869	2385
07ab91ae3c0521bce17dfb46fa7ab03b	3058
87ebc0a0e69ec85dafd64658963e90e8	3900
2104658cee6b8d8ae33860b6e9ea28f1	3157
6555a93ac47114687ad5ca80eb25364f	4559
0f657a693ea8af458005847e5b853d1c	3177
f554acc0abfa41c148c78dd057af059d	2977
d0d5ca5dc3ffce4c01b6d63912780389	3254
b7af7e5d7a70ed694999189a6bef5c09	2803
3e6515a0a75cddba90d9695f63f487c2	2410
13daad5809ac0307efce0c8715e1f58c	3294
019cab3417d04bdf355889f0fa48fa9a	2888
cb91ca657ca81914f4beee71e5c04545	2504
b0fd2c02addd128382c3acf060ace7a5	2819
4080900938a2d27ae0bcfe9afcb1008a	3717
b62883bb02658675233a261efc1be758	2643
499ffc304bc070f8235ef9e6084583f3	2743
4283da5b1342ada1966cbed8120cb9f3	2103
df7592aa3e786b0e82373eee9d3eb3d9	2898
211a4b405008aaffcd0523084f5b1329	2358
7335e0eb164e826af2c7973f524614c3	2811
3b54c87a794ce038cc5067bcb8c0b11e	2438
40a1ea1295028c4c67343caaee396dc5	2831
87fd2a7b7c54be5fccc6e4cd98f2f91a	2111
a3efd7162782dd45a28e6bc021c0187f	2257
937b138aff25ebfbd3008ba8854b90a2	2319
26cccee13ec3bef309ad6e91dba9a551	2528
04a56ebcc1cb0ee9b54d59ef5eddc755	2367
f2d6111211d6aba6d7f455d5eb788ab1	2902
